PL,,Mean:,-0.67194527,,
7.887718,,STDEV:,9.022466605,,
-0.928674,,,,,
10.514841,,Lower:,-30,,
-2.187784,,Upper:,30,,
-3.402719,,Num,12,,
16.921246,,,,,
3.512143,,-30,,Bin,Frequency
-31.562859,,-25,,-30,1
-4.787885,,-20,,-25,0
4.957399,,-15,,-20,5
-13.298148,,-10,,-15,10
-17.37943,,-5,,-10,13
5.379143,,0,,-5,23
5.104763,,5,,0,44
-2.227725,,10,,5,47
13.268901,,15,,10,37
12.574769,,20,,15,17
-4.673642,,25,,20,3
-5.17946,,30,,25,0
-13.88018,,,,30,0
-21.629376,,,,More,0
4.386399,,,,,
3.588782,,,,,
0.990993,,,,,
1.005747,,,,,
9.575085,,,,,
1.157536,,,,,
3.533691,,,,,
-4.470233,,,,,
4.611257,,,,,
9.039603,,,,,
-2.604152,,,,,
-0.910594,,,,,
-23.127552,,,,,
-2.515764,,,,,
-10.994983,,,,,
-17.495162,,,,,
0.152631,,,,,
9.369213,,,,,
-4.309925,,,,,
14.95504,,,,,
-24.995105,,,,,
-0.619849,,,,,
-8.555137,,,,,
-9.10104,,,,,
2.698265,,,,,
6.863005,,,,,
-6.882372,,,,,
-3.013289,,,,,
8.404175,,,,,
-1.868688,,,,,
-1.866644,,,,,
3.498642,,,,,
-3.86144,,,,,
12.992751,,,,,
11.958166,,,,,
7.558966,,,,,
6.327093,,,,,
13.284448,,,,,
2.712009,,,,,
-15.90453,,,,,
4.281961,,,,,
11.312508,,,,,
-8.884441,,,,,
8.648021,,,,,
-8.578353,,,,,
3.321189,,,,,
7.047306,,,,,
-15.338792,,,,,
3.141274,,,,,
-1.91982,,,,,
-12.245386,,,,,
7.723843,,,,,
-2.240736,,,,,
0.438671,,,,,
1.067335,,,,,
6.053536,,,,,
9.731203,,,,,
2.245859,,,,,
9.258146,,,,,
6.517504,,,,,
-1.177652,,,,,
-2.02181,,,,,
-6.732259,,,,,
8.321891,,,,,
2.84211,,,,,
-5.740717,,,,,
-7.643334,,,,,
8.961602,,,,,
-7.543579,,,,,
15.304349,,,,,
-2.996116,,,,,
5.879691,,,,,
9.711061,,,,,
0.020615,,,,,
1.59494,,,,,
-7.767833,,,,,
-10.914035,,,,,
10.03983,,,,,
-19.891057,,,,,
5.726943,,,,,
-14.438105,,,,,
-3.303418,,,,,
3.203989,,,,,
-3.928969,,,,,
-4.067757,,,,,
0.539634,,,,,
6.150478,,,,,
12.292828,,,,,
-4.436805,,,,,
4.557693,,,,,
-1.706001,,,,,
0.454765,,,,,
-7.249308,,,,,
-16.409903,,,,,
5.372817,,,,,
-13.17826,,,,,
-19.947368,,,,,
-7.274528,,,,,
-9.464398,,,,,
6.611588,,,,,
-7.593703,,,,,
-4.205948,,,,,
-8.935174,,,,,
-22.764508,,,,,
-8.174391,,,,,
11.721311,,,,,
10.265124,,,,,
-7.716768,,,,,
1.230572,,,,,
-14.019518,,,,,
10.455798,,,,,
8.143304,,,,,
4.709906,,,,,
2.338489,,,,,
3.595323,,,,,
-2.407084,,,,,
7.020901,,,,,
17.883276,,,,,
-4.532309,,,,,
14.017364,,,,,
1.347977,,,,,
-0.464611,,,,,
-17.407342,,,,,
3.874445,,,,,
-3.299331,,,,,
-4.388941,,,,,
-13.157947,,,,,
4.814647,,,,,
-11.830303,,,,,
11.26856,,,,,
1.184608,,,,,
7.854007,,,,,
-7.173328,,,,,
6.631264,,,,,
-3.377736,,,,,
-7.572602,,,,,
6.460076,,,,,
0.205429,,,,,
3.014754,,,,,
1.379759,,,,,
5.443436,,,,,
4.193717,,,,,
2.589311,,,,,
-4.359331,,,,,
2.188973,,,,,
-0.585858,,,,,
-0.198452,,,,,
-7.499871,,,,,
-4.789429,,,,,
-3.131791,,,,,
8.555048,,,,,
-18.760463,,,,,
2.779805,,,,,
-6.289677,,,,,
7.970772,,,,,
-1.862785,,,,,
-3.898085,,,,,
-17.606731,,,,,
8.527595,,,,,
-0.589482,,,,,
-12.229024,,,,,
-11.006037,,,,,
3.884259,,,,,
0.051616,,,,,
2.474582,,,,,
-0.41671,,,,,
10.61869,,,,,
-0.29296,,,,,
0.718308,,,,,
9.207078,,,,,
3.326488,,,,,
6.311223,,,,,
-10.251644,,,,,
-9.638544,,,,,
6.018334,,,,,
0.067837,,,,,
11.008282,,,,,
-3.079372,,,,,
-20.118031,,,,,
