PL,,Mean:,-0.26877676,,,,,
-4.107415,,STDEV:,10.24290238,,,,,
-6.601766,,,,,,,,
-7.946339,,Lower:,-30,,,,,
0.086595,,Upper:,30,,,,,
-5.93637,,Num,12,,,,,
-18.182939,,,,,,,,
-4.64445,,-30,,Bin,Frequency,,,
-10.352894,,-25,,-30,2,,,
11.986091,,-20,,-25,3,,,
6.673868,,-15,,-20,1,,,
-5.282959,,-10,,-15,8,,,
9.325801,,-5,,-10,16,,,
7.37978,,0,,-5,24,,,
-4.446779,,5,,0,41,,,
2.713906,,10,,5,43,,,
-6.81271,,15,,10,32,,,
-43.225076,,20,,15,20,,,
-6.68444,,25,,20,8,,,
-4.464128,,30,,25,2,,,
-2.957326,,,,30,0,,,
1.029902,,,,More,0,,,
10.697194,,,,,,,,
-16.64748,,,,,,,,
-14.334708,,,,,,,,
-2.512025,,,,,,,,
-8.727121,,,,,,,,
7.686175,,,,,,,,
-3.554636,,,,,,,,
4.315093,,,,,,,,
2.353665,,,,,,,,
-4.564117,,,,,,,,
4.184164,,,,,,,,
-2.384355,,,,,,,,
-4.366836,,,,,,,,
10.28019,,,,,,,,
-14.393355,,,,,,,,
-17.592962,,,,,,,,
-5.002439,,,,,,,,
-1.855941,,,,,,,,
1.402584,,,,,,,,
-2.760993,,,,,,,,
6.160952,,,,,,,,
15.973026,,,,,,,,
-0.354688,,,,,,,,
3.257163,,,,,,,,
13.269995,,,,,,,,
16.255556,,,,,,,,
2.623818,,,,,,,,
-16.476026,,,,,,,,
-4.277853,,,,,,,,
3.394881,,,,,,,,
-0.75233,,,,,,,,
7.322373,,,,,,,,
-11.968211,,,,,,,,
-11.225457,,,,,,,,
0.088523,,,,,,,,
-2.637686,,,,,,,,
3.059431,,,,,,,,
7.444596,,,,,,,,
13.292705,,,,,,,,
3.810119,,,,,,,,
5.533155,,,,,,,,
-7.912043,,,,,,,,
8.280463,,,,,,,,
15.042525,,,,,,,,
-14.094188,,,,,,,,
4.348502,,,,,,,,
-1.671676,,,,,,,,
-10.701952,,,,,,,,
-10.074126,,,,,,,,
-10.612034,,,,,,,,
-21.235115,,,,,,,,
12.318254,,,,,,,,
11.472065,,,,,,,,
7.4814,,,,,,,,
2.821045,,,,,,,,
4.235388,,,,,,,,
-6.262826,,,,,,,,
-17.637001,,,,,,,,
-4.85034,,,,,,,,
-4.924003,,,,,,,,
2.128641,,,,,,,,
0.213669,,,,,,,,
3.956347,,,,,,,,
12.292934,,,,,,,,
0.724064,,,,,,,,
2.083467,,,,,,,,
-2.440603,,,,,,,,
-3.478947,,,,,,,,
-11.028628,,,,,,,,
3.532772,,,,,,,,
0.533869,,,,,,,,
-8.814243,,,,,,,,
-8.513256,,,,,,,,
-4.499595,,,,,,,,
13.010019,,,,,,,,
16.981375,,,,,,,,
-5.50237,,,,,,,,
-7.975791,,,,,,,,
-14.579226,,,,,,,,
-12.911447,,,,,,,,
-4.806119,,,,,,,,
-16.787282,,,,,,,,
8.741249,,,,,,,,
-4.506815,,,,,,,,
-0.229476,,,,,,,,
1.437607,,,,,,,,
-7.387646,,,,,,,,
-0.249353,,,,,,,,
10.756348,,,,,,,,
4.089826,,,,,,,,
8.146009,,,,,,,,
2.842279,,,,,,,,
-2.516733,,,,,,,,
11.409236,,,,,,,,
9.801674,,,,,,,,
-3.998711,,,,,,,,
2.772038,,,,,,,,
6.529164,,,,,,,,
6.97337,,,,,,,,
-12.819083,,,,,,,,
6.056714,,,,,,,,
1.929601,,,,,,,,
-1.080628,,,,,,,,
3.122306,,,,,,,,
4.629993,,,,,,,,
1.315986,,,,,,,,
-3.90158,,,,,,,,
5.614134,,,,,,,,
-25.773867,,,,,,,,
13.221576,,,,,,,,
3.956976,,,,,,,,
-5.616622,,,,,,,,
8.474356,,,,,,,,
-27.218895,,,,,,,,
23.6055,,,,,,,,
0.938947,,,,,,,,
1.727211,,,,,,,,
7.334495,,,,,,,,
-3.692924,,,,,,,,
15.965058,,,,,,,,
-4.601565,,,,,,,,
-7.163274,,,,,,,,
22.185273,,,,,,,,
-6.95509,,,,,,,,
-5.410618,,,,,,,,
8.597078,,,,,,,,
6.634432,,,,,,,,
12.530666,,,,,,,,
8.133934,,,,,,,,
-38.418869,,,,,,,,
6.247106,,,,,,,,
-1.71096,,,,,,,,
9.019407,,,,,,,,
6.660874,,,,,,,,
-2.098278,,,,,,,,
0.352797,,,,,,,,
15.804133,,,,,,,,
-0.828226,,,,,,,,
13.079313,,,,,,,,
5.067711,,,,,,,,
10.338595,,,,,,,,
0.39579,,,,,,,,
-14.338874,,,,,,,,
11.553489,,,,,,,,
2.821261,,,,,,,,
7.854599,,,,,,,,
-5.212316,,,,,,,,
2.60573,,,,,,,,
2.81449,,,,,,,,
3.624259,,,,,,,,
-9.849195,,,,,,,,
9.166201,,,,,,,,
-28.711992,,,,,,,,
1.50335,,,,,,,,
13.874867,,,,,,,,
-5.418531,,,,,,,,
-6.125038,,,,,,,,
-0.004427,,,,,,,,
2.384514,,,,,,,,
-5.63092,,,,,,,,
-4.354644,,,,,,,,
-4.652942,,,,,,,,
-4.250138,,,,,,,,
-3.791255,,,,,,,,
17.584512,,,,,,,,
8.496941,,,,,,,,
13.704651,,,,,,,,
11.36364,,,,,,,,
-14.733685,,,,,,,,
-14.148896,,,,,,,,
1.543428,,,,,,,,
15.825805,,,,,,,,
-18.465626,,,,,,,,
-0.740246,,,,,,,,
8.372493,,,,,,,,
5.398377,,,,,,,,
13.245023,,,,,,,,
5.175238,,,,,,,,
-16.209523,,,,,,,,
