PL,,Mean:,-0.854161315,,,
30.157422,,STDEV:,12.26173709,,,
9.219188,,,,,,
-6.373539,,Lower:,-30,,,
3.608466,,Upper:,30,,,
-1.928985,,Num,12,,,
9.380112,,,,,,
24.565813,,-30,,Bin,Frequency,
-0.778846,,-25,,<= -30,1,0.005
-25.986121,,-20,,-25,4,0.02
-12.315436,,-15,,-20,7,0.035
-6.553757,,-10,,-15,10,0.05
-8.991969,,-5,,-10,24,0.12
-13.30451,,0,,-5,27,0.135
-10.068905,,5,,0,37,0.185
8.239751,,10,,5,29,0.145
18.097729,,15,,10,27,0.135
3.35815,,20,,15,15,0.075
10.484299,,25,,20,8,0.04
1.372874,,30,,25,7,0.035
-3.9915,,,,>= 30,4,0.02
6.446351,,,,More,,200
-13.287043,,,,,,
-16.154006,,,,,,
12.932669,,,,,,
23.449169,,,,,,
22.578193,,,,,,
-27.264492,,,,,,
-3.359341,,,,,,
1.314465,,,,,,
-3.981802,,,,,,
-4.896366,,,,,,
-10.061755,,,,,,
-5.842255,,,,,,
-24.617281,,,,,,
4.479574,,,,,,
-20.221922,,,,,,
7.507195,,,,,,
4.264219,,,,,,
8.267813,,,,,,
1.188352,,,,,,
4.34528,,,,,,
11.517209,,,,,,
-1.221761,,,,,,
28.243862,,,,,,
15.865354,,,,,,
-1.866759,,,,,,
9.820826,,,,,,
-10.638378,,,,,,
-2.467155,,,,,,
-16.107038,,,,,,
7.99715,,,,,,
-19.160574,,,,,,
-2.65914,,,,,,
-3.703614,,,,,,
32.172509,,,,,,
0.842935,,,,,,
-13.341863,,,,,,
-2.715239,,,,,,
14.97812,,,,,,
4.762608,,,,,,
-13.124615,,,,,,
-0.085014,,,,,,
2.912442,,,,,,
1.881643,,,,,,
-2.135998,,,,,,
-0.683962,,,,,,
2.298317,,,,,,
-12.81944,,,,,,
15.484458,,,,,,
-9.743231,,,,,,
15.745485,,,,,,
-1.52571,,,,,,
-5.851587,,,,,,
-4.101218,,,,,,
-6.962785,,,,,,
-6.832792,,,,,,
-14.349187,,,,,,
8.694455,,,,,,
4.557847,,,,,,
6.883983,,,,,,
-7.883648,,,,,,
-4.256941,,,,,,
-10.673002,,,,,,
5.036173,,,,,,
-14.476922,,,,,,
-0.076196,,,,,,
-1.482065,,,,,,
-11.474285,,,,,,
-8.439093,,,,,,
13.60591,,,,,,
2.735096,,,,,,
-7.25099,,,,,,
-5.38949,,,,,,
-5.900778,,,,,,
3.09758,,,,,,
20.517207,,,,,,
-18.62611,,,,,,
7.052376,,,,,,
-8.667094,,,,,,
2.523812,,,,,,
9.196457,,,,,,
-7.48463,,,,,,
-1.841781,,,,,,
-8.770482,,,,,,
2.448718,,,,,,
1.431718,,,,,,
16.375285,,,,,,
-0.756563,,,,,,
-4.660669,,,,,,
-2.906514,,,,,,
7.124714,,,,,,
-23.385459,,,,,,
-6.000723,,,,,,
18.982482,,,,,,
11.672641,,,,,,
-14.627126,,,,,,
21.278962,,,,,,
-12.403766,,,,,,
-11.902263,,,,,,
3.207605,,,,,,
-29.694739,,,,,,
-2.388994,,,,,,
11.64529,,,,,,
-1.902899,,,,,,
-2.771385,,,,,,
4.999004,,,,,,
11.928356,,,,,,
7.440112,,,,,,
10.165769,,,,,,
-9.397369,,,,,,
22.206377,,,,,,
1.898356,,,,,,
8.375465,,,,,,
-11.883972,,,,,,
6.072478,,,,,,
0.888259,,,,,,
-7.346836,,,,,,
-4.004957,,,,,,
9.767945,,,,,,
-14.021343,,,,,,
-10.374784,,,,,,
14.935169,,,,,,
2.194324,,,,,,
-4.528249,,,,,,
14.891961,,,,,,
-18.942647,,,,,,
-6.820008,,,,,,
-3.903292,,,,,,
-20.424621,,,,,,
-11.886066,,,,,,
-5.123976,,,,,,
6.918209,,,,,,
5.286465,,,,,,
-10.721985,,,,,,
-3.164871,,,,,,
2.156786,,,,,,
1.28804,,,,,,
-22.47877,,,,,,
-37.534676,,,,,,
10.495833,,,,,,
6.31032,,,,,,
-12.544971,,,,,,
18.956174,,,,,,
17.985514,,,,,,
10.223583,,,,,,
-0.495933,,,,,,
-24.609586,,,,,,
8.045689,,,,,,
2.85907,,,,,,
-16.173016,,,,,,
-5.109306,,,,,,
-15.042772,,,,,,
-5.819159,,,,,,
7.317627,,,,,,
-4.438382,,,,,,
-7.500805,,,,,,
9.699572,,,,,,
-9.941784,,,,,,
12.280273,,,,,,
27.327926,,,,,,
11.900828,,,,,,
4.888955,,,,,,
-0.294921,,,,,,
23.317898,,,,,,
-22.678835,,,,,,
5.286063,,,,,,
-3.56869,,,,,,
-16.662623,,,,,,
-4.232166,,,,,,
9.776199,,,,,,
-7.530999,,,,,,
-10.405111,,,,,,
-18.04362,,,,,,
-15.15697,,,,,,
-0.064405,,,,,,
3.427422,,,,,,
-12.494612,,,,,,
-8.138499,,,,,,
-27.067766,,,,,,
8.552254,,,,,,
