PL,,Mean:,-0.577391825,,,
5.468868,,STDEV:,8.392510107,,,
-1.323546,,,,,,
2.502143,,Lower:,-30,,,
-7.510927,,Upper:,30,,,
-1.650683,,Num,20,,,
-6.755192,,,,,,
9.723162,,-30,,Bin,Frequency,
-3.112095,,-27,,-30,0,0
-18.450491,,-24,,-27,0,0
-3.513434,,-21,,-24,1,0.005
17.648743,,-18,,-21,1,0.005
2.237692,,-15,,-18,4,0.02
14.703406,,-12,,-15,3,0.015
-11.559418,,-9,,-12,12,0.06
-3.311364,,-6,,-9,9,0.045
-2.259624,,-3,,-6,19,0.095
9.355843,,0,,-3,24,0.12
-5.377156,,3,,0,31,0.155
-12.912639,,6,,3,26,0.13
-1.139916,,9,,6,27,0.135
-1.064058,,12,,9,17,0.085
-6.193057,,15,,12,14,0.07
7.606264,,18,,15,6,0.03
-17.694467,,21,,18,6,0.03
1.226034,,24,,21,0,0
-1.061446,,27,,24,0,0
8.245736,,30,,27,0,0
10.957183,,,,30,0,0
1.353454,,,,More,0,200
7.776701,,,,,,
-14.913314,,,,,,
5.938174,,,,,,
-1.97438,,,,,,
-3.39715,,,,,,
4.267764,,,,,,
15.7656,,,,,,
16.706948,,,,,,
-11.881926,,,,,,
-0.437608,,,,,,
-8.657425,,,,,,
-4.444528,,,,,,
-8.684533,,,,,,
-20.970901,,,,,,
-0.318381,,,,,,
-2.965781,,,,,,
-11.656066,,,,,,
-12.044483,,,,,,
-0.263772,,,,,,
9.419312,,,,,,
6.49367,,,,,,
-5.828451,,,,,,
3.457667,,,,,,
-9.611715,,,,,,
-0.272096,,,,,,
8.222982,,,,,,
-0.870427,,,,,,
4.13928,,,,,,
-3.610884,,,,,,
5.440797,,,,,,
-3.491408,,,,,,
-14.661693,,,,,,
15.744482,,,,,,
1.018295,,,,,,
4.604183,,,,,,
-1.22851,,,,,,
10.218466,,,,,,
-9.584175,,,,,,
-0.13718,,,,,,
7.119794,,,,,,
-3.808112,,,,,,
-7.59125,,,,,,
4.925045,,,,,,
11.564449,,,,,,
-5.489287,,,,,,
-9.89095,,,,,,
11.851474,,,,,,
-5.514179,,,,,,
4.72927,,,,,,
12.041166,,,,,,
0.999188,,,,,,
-13.276945,,,,,,
1.509085,,,,,,
0.704106,,,,,,
0.011147,,,,,,
-21.632985,,,,,,
-6.495809,,,,,,
3.234212,,,,,,
-2.563395,,,,,,
-5.262404,,,,,,
10.531404,,,,,,
1.005671,,,,,,
-1.063486,,,,,,
-3.287527,,,,,,
5.286453,,,,,,
-13.451874,,,,,,
-2.443225,,,,,,
-0.391922,,,,,,
-4.32652,,,,,,
9.897351,,,,,,
9.700267,,,,,,
0.570806,,,,,,
15.013868,,,,,,
-5.305975,,,,,,
1.321443,,,,,,
-8.230261,,,,,,
5.160366,,,,,,
16.07055,,,,,,
1.735892,,,,,,
-14.510292,,,,,,
-3.622183,,,,,,
-14.031189,,,,,,
-8.216924,,,,,,
6.761117,,,,,,
3.62739,,,,,,
-0.018702,,,,,,
-18.750943,,,,,,
0.612518,,,,,,
-4.968073,,,,,,
7.407801,,,,,,
-2.350786,,,,,,
-13.180622,,,,,,
-5.106105,,,,,,
4.539959,,,,,,
-1.326274,,,,,,
-4.265702,,,,,,
-4.059883,,,,,,
-8.271828,,,,,,
-8.060294,,,,,,
-1.500084,,,,,,
-3.215797,,,,,,
12.374706,,,,,,
3.010115,,,,,,
3.813114,,,,,,
3.30395,,,,,,
0.388728,,,,,,
-11.356029,,,,,,
14.240162,,,,,,
-0.912164,,,,,,
-18.613515,,,,,,
-3.83713,,,,,,
-6.289486,,,,,,
-6.113075,,,,,,
-0.964527,,,,,,
6.2632,,,,,,
4.221725,,,,,,
-0.900454,,,,,,
11.042298,,,,,,
5.029446,,,,,,
8.447636,,,,,,
5.268145,,,,,,
10.440191,,,,,,
-0.459222,,,,,,
1.486696,,,,,,
-7.071473,,,,,,
-6.543116,,,,,,
-10.846111,,,,,,
-26.459153,,,,,,
-4.026522,,,,,,
2.969991,,,,,,
8.843958,,,,,,
-13.349248,,,,,,
-15.120282,,,,,,
7.672909,,,,,,
4.997575,,,,,,
9.566187,,,,,,
7.756531,,,,,,
1.626727,,,,,,
-7.90807,,,,,,
7.040368,,,,,,
10.397873,,,,,,
7.198287,,,,,,
4.934573,,,,,,
3.539567,,,,,,
-1.287938,,,,,,
-9.849686,,,,,,
0.566753,,,,,,
-14.245983,,,,,,
-14.758097,,,,,,
1.064727,,,,,,
-7.796812,,,,,,
-1.787199,,,,,,
12.629417,,,,,,
1.22673,,,,,,
4.29195,,,,,,
1.587023,,,,,,
-7.083557,,,,,,
8.276535,,,,,,
13.854838,,,,,,
0.025035,,,,,,
1.775104,,,,,,
3.170141,,,,,,
3.515552,,,,,,
2.717106,,,,,,
-2.866614,,,,,,
-7.776422,,,,,,
8.536293,,,,,,
0.944002,,,,,,
5.219898,,,,,,
-2.965453,,,,,,
-15.463343,,,,,,
